,timestamp,idp
3,1557500400,42.87
0,1557504000,42.87
12,1557507600,40.52
2,1557511200,45.0
21,1557514800,48.16
12,1557518400,48.6
20,1557522000,53.46
21,1557525600,56.0
15,1557529200,52.42
2,1557532800,41.23
0,1557536400,54.89
1,1557540000,52.46
2,1557543600,49.79
6,1557547200,47.71
4,1557550800,49.1
8,1557554400,48.7
2,1557558000,48.21
7,1557561600,46.41
11,1557565200,51.12
12,1557568800,54.04
13,1557572400,53.18
7,1557576000,49.17
12,1557579600,50.66
6,1557583200,50.0
10,1557586800,48.58
11,1557590400,44.74
1,1557594000,40.1
6,1557597600,40.84
21,1557601200,39.39
22,1557604800,42.0
23,1557608400,49.18
14,1557612000,54.86
7,1557615600,52.6
26,1557619200,49.23
0,1557622800,39.56
4,1557626400,36.8
5,1557630000,31.99
3,1557633600,29.25
4,1557637200,28.0
8,1557640800,24.04
6,1557644400,28.1
7,1557648000,30.71
11,1557651600,32.14
2,1557655200,36.18
13,1557658800,35.3
11,1557662400,43.01
8,1557666000,43.84
9,1557669600,43.84
3,1557673200,47.6
4,1557676800,39.1
12,1557680400,38.88
20,1557684000,44.44
18,1557687600,44.44
15,1557691200,43.84
23,1557694800,49.0
24,1557698400,57.41
1,1557702000,55.0
23,1557705600,43.43
3,1557709200,37.87
1,1557712800,38.85
5,1557716400,35.0
3,1557720000,37.2
0,1557723600,38.9
5,1557727200,38.74
9,1557730800,40.0
3,1557734400,49.81
11,1557738000,50.0
2,1557741600,49.41
13,1557745200,47.56
14,1557748800,47.54
8,1557752400,47.38
9,1557756000,48.7
10,1557759600,47.89
18,1557763200,47.25
16,1557766800,47.03
20,1557770400,47.25
21,1557774000,47.25
19,1557777600,48.0
16,1557781200,53.0
14,1557784800,56.48
11,1557788400,50.54
23,1557792000,54.5
3,1557795600,40.97
1,1557799200,39.4
2,1557802800,38.6
3,1557806400,39.9
4,1557810000,39.08
1,1557813600,40.8
2,1557817200,45.52
10,1557820800,52.01
1,1557824400,56.5
2,1557828000,55.49
3,1557831600,56.56
7,1557835200,56.1
15,1557838800,56.49
2,1557842400,59.89
14,1557846000,56.99
8,1557849600,56.56
9,1557853200,56.56
13,1557856800,55.49
11,1557860400,55.53
19,1557864000,55.31
20,1557867600,57.92
21,1557871200,60.77
1,1557874800,60.5
19,1557878400,54.38
0,1557882000,60.73
4,1557885600,55.54
5,1557889200,55.25
3,1557892800,58.69
4,1557896400,57.57
1,1557900000,60.8
9,1557903600,56.25
3,1557907200,54.97
8,1557910800,61.35
9,1557914400,60.6
10,1557918000,60.0
7,1557921600,60.43
5,1557925200,60.73
13,1557928800,60.6
7,1557932400,59.0
8,1557936000,56.1
1,1557939600,56.6
10,1557943200,55.0
7,1557946800,57.01
15,1557950400,55.43
16,1557954000,58.3
10,1557957600,61.0
1,1557961200,60.0
19,1557964800,39.0
0,1557968400,55.0
1,1557972000,54.58
5,1557975600,53.78
3,1557979200,53.8
4,1557982800,53.8
5,1557986400,53.78
9,1557990000,57.0
0,1557993600,60.88
4,1557997200,59.34
2,1558000800,61.16
13,1558004400,58.75
14,1558008000,56.5
12,1558011600,56.31
13,1558015200,56.08
17,1558018800,49.2
8,1558022400,45.57
9,1558026000,44.65
2,1558029600,42.11
3,1558033200,42.1
15,1558036800,42.3
20,1558040400,46.54
0,1558044000,51.69
15,1558047600,40.9
16,1558051200,54.28
3,1558054800,38.5
1,1558058400,36.01
2,1558062000,35.01
6,1558065600,30.29
0,1558069200,30.0
5,1558072800,34.75
2,1558076400,38.82
0,1558080000,45.0
8,1558083600,50.12
5,1558087200,46.37
3,1558090800,44.0
11,1558094400,41.0
5,1558098000,42.95
9,1558101600,41.0
14,1558105200,38.93
11,1558108800,37.49
5,1558112400,37.44
13,1558116000,41.0
18,1558119600,41.09
12,1558123200,45.06
5,1558126800,48.0
0,1558130400,57.43
1,1558134000,57.43
16,1558137600,56.95
3,1558141200,52.92
4,1558144800,47.23
2,1558148400,51.15
3,1558152000,51.11
4,1558155600,49.68
8,1558159200,46.7
2,1558162800,49.2
10,1558166400,46.65
4,1558170000,49.1
2,1558173600,58.89
10,1558177200,51.48
11,1558180800,51.43
12,1558184400,50.24
2,1558188000,52.78
3,1558191600,40.05
18,1558195200,42.91
16,1558198800,38.0
20,1558202400,40.36
18,1558206000,40.0
4,1558209600,40.1
9,1558213200,45.57
24,1558216800,54.54
7,1558220400,56.8
19,1558224000,52.25
3,1558227600,51.0
1,1558231200,43.36
2,1558234800,39.75
6,1558238400,45.0
0,1558242000,39.99
1,1558245600,41.26
9,1558249200,43.0
10,1558252800,39.75
4,1558256400,39.99
12,1558260000,43.0
10,1558263600,40.4
4,1558267200,45.0
15,1558270800,43.38
6,1558274400,51.04
17,1558278000,39.89
4,1558281600,39.98
5,1558285200,43.5
13,1558288800,37.0
18,1558292400,38.5
4,1558296000,40.9
9,1558299600,41.01
0,1558303200,51.15
11,1558306800,53.5
19,1558310400,56.17
3,1558314000,47.57
1,1558317600,45.25
5,1558321200,42.91
3,1558324800,43.17
7,1558328400,43.7
5,1558332000,46.57
9,1558335600,53.4
0,1558339200,59.25
11,1558342800,57.52
2,1558346400,61.23
6,1558350000,58.59
11,1558353600,56.89
5,1558357200,59.25
2,1558360800,60.0
10,1558364400,58.18
4,1558368000,58.4
12,1558371600,57.01
2,1558375200,58.32
14,1558378800,56.03
8,1558382400,58.18
20,1558386000,58.0
21,1558389600,59.49
18,1558393200,58.18
19,1558396800,56.5
3,1558400400,57.11
4,1558404000,57.72
2,1558407600,57.45
6,1558411200,57.13
0,1558414800,57.47
1,1558418400,59.51
9,1558422000,57.11
0,1558425600,57.69
1,1558429200,60.75
12,1558432800,58.98
13,1558436400,58.32
0,1558440000,58.1
1,1558443600,60.73
2,1558447200,60.73
14,1558450800,59.23
11,1558454400,58.21
1,1558458000,59.95
17,1558461600,58.32
7,1558465200,56.92
8,1558468800,56.46
13,1558472400,58.26
0,1558476000,60.98
25,1558479600,58.01
26,1558483200,55.0
3,1558486800,56.7
4,1558490400,57.25
5,1558494000,56.7
6,1558497600,56.23
4,1558501200,57.29
5,1558504800,57.43
9,1558508400,57.39
0,1558512000,54.21
11,1558515600,60.18
2,1558519200,56.56
13,1558522800,59.1
11,1558526400,57.59
8,1558530000,57.51
6,1558533600,56.56
14,1558537200,57.53
15,1558540800,57.01
9,1558544400,56.02
17,1558548000,56.91
18,1558551600,56.19
8,1558555200,55.56
16,1558558800,59.0
6,1558562400,61.45
1,1558566000,62.43
8,1558569600,46.83
3,1558573200,57.95
1,1558576800,57.21
2,1558580400,53.65
3,1558584000,53.47
4,1558587600,53.65
1,1558591200,51.02
9,1558594800,58.2
3,1558598400,52.86
11,1558602000,58.92
9,1558605600,58.66
10,1558609200,57.9
0,1558612800,53.35
15,1558616400,59.59
6,1558620000,55.6
17,1558623600,59.32
15,1558627200,55.85
12,1558630800,52.28
20,1558634400,56.65
3,1558638000,45.72
22,1558641600,52.28
23,1558645200,55.58
0,1558648800,58.04
7,1558652400,48.51
12,1558656000,46.0
0,1558659600,49.0
1,1558663200,51.85
5,1558666800,49.7
3,1558670400,45.16
7,1558674000,45.75
5,1558677600,46.1
6,1558681200,50.0
0,1558684800,44.36
11,1558688400,53.99
2,1558692000,51.89
13,1558695600,52.21
14,1558699200,49.51
15,1558702800,50.1
13,1558706400,50.27
7,1558710000,45.53
4,1558713600,47.0
9,1558717200,45.0
20,1558720800,41.21
11,1558724400,43.73
15,1558728000,43.43
20,1558731600,47.18
6,1558735200,55.94
1,1558738800,48.45
12,1558742400,46.61
0,1558746000,40.19
1,1558749600,43.1
5,1558753200,39.5
6,1558756800,38.8
7,1558760400,38.8
8,1558764000,38.87
6,1558767600,39.0
7,1558771200,39.3
11,1558774800,40.0
2,1558778400,40.64
6,1558782000,42.8
7,1558785600,43.84
8,1558789200,45.76
9,1558792800,48.29
17,1558796400,46.5
0,1558800000,45.0
19,1558803600,40.0
20,1558807200,40.0
11,1558810800,41.5
19,1558814400,42.91
13,1558818000,49.47
24,1558821600,53.51
7,1558825200,55.36
23,1558828800,55.22
0,1558832400,47.0
4,1558836000,45.0
5,1558839600,43.1
3,1558843200,39.41
4,1558846800,47.98
5,1558850400,37.07
2,1558854000,49.1
3,1558857600,42.9
8,1558861200,51.98
5,1558864800,49.1
3,1558868400,60.51
14,1558872000,55.02
8,1558875600,54.7
6,1558879200,58.06
3,1558882800,60.51
11,1558886400,48.51
16,1558890000,48.93
2,1558893600,47.91
11,1558897200,41.45
12,1558900800,43.1
5,1558904400,55.02
0,1558908000,59.74
18,1558911600,60.25
8,1558915200,44.2
0,1558918800,49.54
1,1558922400,47.47
2,1558926000,46.05
6,1558929600,43.31
0,1558933200,43.14
8,1558936800,44.8
9,1558940400,52.2
10,1558944000,55.02
1,1558947600,56.39
2,1558951200,54.67
10,1558954800,56.28
4,1558958400,55.96
5,1558962000,56.23
13,1558965600,53.38
7,1558969200,47.57
18,1558972800,45.39
19,1558976400,44.7
17,1558980000,41.01
14,1558983600,41.0
22,1558987200,41.27
9,1558990800,44.69
10,1558994400,47.67
18,1558998000,45.12
16,1559001600,48.0
3,1559005200,42.0
1,1559008800,42.0
2,1559012400,40.99
6,1559016000,41.09
0,1559019600,39.69
5,1559023200,44.0
2,1559026800,42.0
0,1559030400,42.0
4,1559034000,54.42
2,1559037600,50.1
3,1559041200,50.41
7,1559044800,54.31
8,1559048400,54.88
13,1559052000,54.26
3,1559055600,43.99
0,1559059200,46.0
1,1559062800,42.6
2,1559066400,43.21
14,1559070000,44.71
12,1559073600,42.48
23,1559077200,48.62
6,1559080800,54.69
15,1559084400,54.13
26,1559088000,51.01
0,1559091600,51.0
4,1559095200,43.5
5,1559098800,40.9
6,1559102400,39.81
4,1559106000,41.55
5,1559109600,39.81
6,1559113200,43.5
0,1559116800,43.77
8,1559120400,45.61
5,1559124000,46.51
13,1559127600,44.92
0,1559131200,44.56
8,1559134800,48.95
6,1559138400,47.1
7,1559142000,46.0
8,1559145600,46.0
12,1559149200,48.42
13,1559152800,49.54
3,1559156400,50.0
4,1559160000,51.0
13,1559163600,56.39
17,1559167200,58.03
22,1559170800,57.03
2,1559174400,53.57
0,1559178000,55.89
4,1559181600,51.0
5,1559185200,47.0
3,1559188800,49.9
4,1559192400,46.2
8,1559196000,47.1
6,1559199600,48.2
7,1559203200,55.47
11,1559206800,55.48
9,1559210400,54.93
3,1559214000,52.39
11,1559217600,54.45
8,1559221200,55.67
16,1559224800,57.02
17,1559228400,56.5
0,1559232000,57.84
1,1559235600,57.87
6,1559239200,57.52
11,1559242800,53.55
4,1559246400,57.84
9,1559250000,56.9
14,1559253600,59.32
18,1559257200,55.55
12,1559260800,56.17
3,1559264400,57.28
1,1559268000,58.07
5,1559271600,54.15
3,1559275200,55.06
0,1559278800,56.18
1,1559282400,57.61
9,1559286000,57.87
0,1559289600,58.98
11,1559293200,57.87
2,1559296800,58.98
3,1559300400,58.73
4,1559304000,59.01
15,1559307600,58.38
9,1559311200,58.73
7,1559314800,58.11
8,1559318400,55.98
1,1559322000,56.57
6,1559325600,57.88
11,1559329200,55.96
12,1559332800,55.83
9,1559336400,58.73
10,1559340000,59.49
7,1559343600,57.84
19,1559347200,47.13
3,1559350800,59.21
1,1559354400,58.49
2,1559358000,57.0
3,1559361600,55.88
7,1559365200,55.88
8,1559368800,56.39
2,1559372400,55.79
10,1559376000,48.37
11,1559379600,51.07
12,1559383200,52.95
13,1559386800,55.0
7,1559390400,53.75
1,1559394000,56.02
9,1559397600,53.75
3,1559401200,51.43
8,1559404800,46.75
1,1559408400,44.0
2,1559412000,42.91
7,1559415600,42.63
4,1559419200,45.52
5,1559422800,49.98
24,1559426400,53.97
22,1559430000,53.11
12,1559433600,57.87
0,1559437200,54.9
1,1559440800,49.97
5,1559444400,48.05
3,1559448000,45.75
7,1559451600,46.2
8,1559455200,48.22
9,1559458800,44.0
3,1559462400,40.93
8,1559466000,43.89
9,1559469600,44.09
13,1559473200,46.26
14,1559476800,48.0
15,1559480400,48.49
16,1559484000,48.57
7,1559487600,48.39
8,1559491200,44.0
1,1559494800,42.51
17,1559498400,40.75
14,1559502000,42.28
12,1559505600,47.0
5,1559509200,52.89
17,1559512800,57.79
22,1559516400,58.22
23,1559520000,55.14
3,1559523600,55.63
4,1559527200,51.03
2,1559530800,46.95
6,1559534400,47.1
0,1559538000,45.1
8,1559541600,48.53
6,1559545200,49.14
10,1559548800,55.0
11,1559552400,59.23
2,1559556000,60.2
6,1559559600,60.2
0,1559563200,60.2
12,1559566800,60.2
9,1559570400,58.51
10,1559574000,58.39
18,1559577600,53.12
12,1559581200,50.27
13,1559584800,49.77
14,1559588400,49.11
4,1559592000,50.7
5,1559595600,54.72
0,1559599200,60.2
18,1559602800,57.02
8,1559606400,43.73
0,1559610000,56.71
1,1559613600,57.78
2,1559617200,50.7
3,1559620800,48.1
7,1559624400,46.08
5,1559628000,45.78
2,1559631600,47.27
3,1559635200,49.92
11,1559638800,55.38
2,1559642400,49.49
3,1559646000,50.84
0,1559649600,43.1
15,1559653200,51.07
6,1559656800,48.78
3,1559660400,44.09
8,1559664000,42.72
5,1559667600,42.33
6,1559671200,41.2
14,1559674800,40.51
12,1559678400,44.14
5,1559682000,44.22
10,1559685600,47.35
18,1559689200,48.39
16,1559692800,54.24
0,1559696400,44.23
1,1559700000,45.2
5,1559703600,41.44
3,1559707200,40.05
7,1559710800,39.96
8,1559714400,40.04
9,1559718000,44.8
0,1559721600,41.01
8,1559725200,45.36
9,1559728800,41.8
13,1559732400,44.74
7,1559736000,41.01
15,1559739600,44.39
9,1559743200,41.01
7,1559746800,40.5
0,1559750400,44.05
1,1559754000,43.76
10,1559757600,41.37
14,1559761200,42.92
19,1559764800,44.7
5,1559768400,55.05
14,1559772000,57.82
15,1559775600,58.46
8,1559779200,37.54
3,1559782800,52.84
1,1559786400,47.51
5,1559790000,44.01
3,1559793600,45.49
7,1559797200,44.5
5,1559800800,45.0
6,1559804400,48.31
3,1559808000,55.36
4,1559811600,58.54
9,1559815200,54.64
3,1559818800,56.98
11,1559822400,45.0
8,1559826000,45.0
6,1559829600,44.2
10,1559833200,43.22
15,1559836800,35.99
1,1559840400,39.28
20,1559844000,36.76
7,1559847600,40.9
15,1559851200,43.42
5,1559854800,41.47
0,1559858400,48.82
7,1559862000,42.46
23,1559865600,58.54
0,1559869200,41.89
4,1559872800,35.09
2,1559876400,35.0
6,1559880000,30.74
4,1559883600,35.0
5,1559887200,36.02
2,1559890800,42.8
3,1559894400,44.69
1,1559898000,55.85
12,1559901600,57.79
3,1559905200,48.1
7,1559908800,44.58
15,1559912400,47.76
6,1559916000,48.2
10,1559919600,43.7
8,1559923200,44.51
12,1559926800,43.76
2,1559930400,45.11
18,1559934000,45.0
15,1559937600,47.33
16,1559941200,56.08
14,1559944800,58.19
15,1559948400,57.48
12,1559952000,44.83
3,1559955600,56.63
1,1559959200,51.8
2,1559962800,46.15
6,1559966400,43.1
7,1559970000,40.58
8,1559973600,40.53
9,1559977200,41.18
7,1559980800,42.99
8,1559984400,46.92
9,1559988000,49.3
13,1559991600,48.19
11,1559995200,50.97
5,1559998800,44.01
2,1560002400,49.06
14,1560006000,47.0
4,1560009600,42.29
5,1560013200,47.51
17,1560016800,40.77
14,1560020400,39.41
8,1560024000,38.11
9,1560027600,39.11
6,1560031200,49.01
18,1560034800,47.02
8,1560038400,42.01
3,1560042000,46.17
1,1560045600,45.0
2,1560049200,41.36
6,1560052800,41.53
4,1560056400,40.42
5,1560060000,41.89
2,1560063600,39.67
10,1560067200,39.28
11,1560070800,41.27
2,1560074400,39.8
13,1560078000,46.07
11,1560081600,48.5
12,1560085200,50.29
9,1560088800,51.19
17,1560092400,48.73
15,1560096000,42.0
19,1560099600,37.85
20,1560103200,38.5
7,1560106800,39.28
4,1560110400,39.5
23,1560114000,40.03
10,1560117600,51.9
25,1560121200,53.53
16,1560124800,41.86
0,1560128400,39.22
4,1560132000,38.29
5,1560135600,39.29
3,1560139200,40.0
7,1560142800,38.39
1,1560146400,37.82
6,1560150000,41.69
10,1560153600,45.0
8,1560157200,52.0
2,1560160800,53.0
13,1560164400,47.91
14,1560168000,48.57
5,1560171600,50.71
13,1560175200,52.59
3,1560178800,48.17
11,1560182400,44.5
1,1560186000,44.28
2,1560189600,44.49
18,1560193200,40.0
8,1560196800,42.44
5,1560200400,45.94
24,1560204000,51.55
1,1560207600,49.01
12,1560211200,49.29
3,1560214800,46.04
4,1560218400,45.36
2,1560222000,41.29
3,1560225600,38.73
4,1560229200,38.73
8,1560232800,41.0
6,1560236400,41.57
0,1560240000,51.99
1,1560243600,52.99
2,1560247200,52.91
6,1560250800,50.86
14,1560254400,49.49
8,1560258000,49.47
6,1560261600,45.72
3,1560265200,48.19
18,1560268800,42.29
16,1560272400,41.29
10,1560276000,41.84
18,1560279600,43.5
12,1560283200,44.97
13,1560286800,44.72
21,1560290400,52.5
11,1560294000,53.07
26,1560297600,42.51
0,1560301200,50.75
1,1560304800,50.46
5,1560308400,47.42
3,1560312000,44.0
7,1560315600,46.28
8,1560319200,46.14
2,1560322800,44.42
7,1560326400,48.62
11,1560330000,53.78
9,1560333600,50.9
3,1560337200,49.54
14,1560340800,51.45
15,1560344400,52.7
6,1560348000,51.24
17,1560351600,51.2
8,1560355200,49.91
19,1560358800,47.87
20,1560362400,47.01
18,1560366000,45.57
22,1560369600,45.0
16,1560373200,44.93
14,1560376800,48.38
11,1560380400,49.3
23,1560384000,47.49
0,1560387600,42.87
1,1560391200,41.18
2,1560394800,40.19
6,1560398400,39.15
0,1560402000,38.9
8,1560405600,40.19
9,1560409200,44.0
0,1560412800,43.55
11,1560416400,51.2
5,1560420000,47.54
6,1560423600,46.41
14,1560427200,48.61
1,1560430800,50.35
9,1560434400,49.0
3,1560438000,42.9
8,1560441600,44.56
12,1560445200,43.27
6,1560448800,43.27
7,1560452400,42.88
12,1560456000,44.84
23,1560459600,49.62
14,1560463200,49.51
11,1560466800,50.68
8,1560470400,45.54
3,1560474000,49.07
1,1560477600,47.97
2,1560481200,47.47
3,1560484800,46.1
4,1560488400,44.99
1,1560492000,48.17
6,1560495600,49.51
10,1560499200,49.16
4,1560502800,51.45
9,1560506400,51.37
10,1560510000,51.02
14,1560513600,50.36
8,1560517200,49.95
13,1560520800,51.2
17,1560524400,49.94
18,1560528000,44.16
5,1560531600,47.88
13,1560535200,44.14
18,1560538800,43.04
8,1560542400,44.75
5,1560546000,45.51
10,1560549600,53.66
25,1560553200,49.73
2,1560556800,49.33
3,1560560400,50.36
1,1560564000,46.2
5,1560567600,43.07
3,1560571200,40.3
4,1560574800,40.2
1,1560578400,41.0
2,1560582000,42.67
10,1560585600,40.5
4,1560589200,45.97
9,1560592800,46.82
3,1560596400,47.7
0,1560600000,47.99
1,1560603600,47.03
6,1560607200,49.45
7,1560610800,48.23
18,1560614400,43.55
16,1560618000,41.0
10,1560621600,42.0
3,1560625200,40.1
19,1560628800,43.81
9,1560632400,50.55
0,1560636000,51.7
11,1560639600,53.5
12,1560643200,52.89
0,1560646800,49.99
1,1560650400,49.24
2,1560654000,44.96
3,1560657600,43.41
0,1560661200,42.27
1,1560664800,40.82
9,1560668400,40.23
3,1560672000,39.53
4,1560675600,40.23
9,1560679200,41.32
3,1560682800,50.36
4,1560686400,50.36
1,1560690000,49.8
6,1560693600,51.45
14,1560697200,47.41
4,1560700800,48.77
5,1560704400,42.76
6,1560708000,41.87
7,1560711600,43.39
12,1560715200,47.6
13,1560718800,53.69
17,1560722400,53.89
11,1560726000,56.47
2,1560729600,50.36
0,1560733200,54.69
4,1560736800,51.2
5,1560740400,50.67
6,1560744000,48.07
7,1560747600,48.03
1,1560751200,46.0
2,1560754800,48.5
0,1560758400,54.0
8,1560762000,55.69
5,1560765600,55.19
6,1560769200,53.69
14,1560772800,53.19
1,1560776400,54.64
2,1560780000,54.0
14,1560783600,50.06
18,1560787200,48.85
9,1560790800,50.94
6,1560794400,51.9
21,1560798000,49.06
22,1560801600,49.9
5,1560805200,50.31
24,1560808800,53.41
15,1560812400,51.0
19,1560816000,45.61
0,1560819600,50.51
4,1560823200,48.49
5,1560826800,47.62
3,1560830400,43.5
7,1560834000,43.5
1,1560837600,44.95
6,1560841200,43.02
0,1560844800,47.91
1,1560848400,51.89
9,1560852000,46.01
13,1560855600,50.0
11,1560859200,43.12
8,1560862800,44.44
16,1560866400,44.58
10,1560870000,39.67
8,1560873600,38.51
12,1560877200,37.13
13,1560880800,37.99
11,1560884400,40.0
19,1560888000,40.03
9,1560891600,42.2
14,1560895200,48.68
7,1560898800,48.0
19,1560902400,48.9
0,1560906000,41.93
4,1560909600,41.9
5,1560913200,40.88
3,1560916800,39.79
4,1560920400,40.01
8,1560924000,42.5
6,1560927600,47.0
7,1560931200,47.98
1,1560934800,48.5
12,1560938400,48.64
6,1560942000,48.56
7,1560945600,49.25
5,1560949200,51.7
16,1560952800,51.0
3,1560956400,51.35
15,1560960000,46.0
9,1560963600,49.0
6,1560967200,51.32
14,1560970800,47.12
12,1560974400,50.99
13,1560978000,50.99
17,1560981600,52.08
22,1560985200,49.99
12,1560988800,43.41
0,1560992400,50.67
4,1560996000,46.89
5,1560999600,44.24
6,1561003200,41.34
7,1561006800,41.34
1,1561010400,46.0
2,1561014000,45.39
3,1561017600,47.13
1,1561021200,49.0
9,1561024800,49.41
6,1561028400,49.5
11,1561032000,49.99
8,1561035600,51.0
13,1561039200,50.32
10,1561042800,46.7
0,1561046400,48.0
16,1561050000,43.56
6,1561053600,41.1
18,1561057200,42.0
15,1561060800,42.52
23,1561064400,45.4
17,1561068000,47.13
15,1561071600,46.63
19,1561075200,48.76
3,1561078800,42.41
4,1561082400,41.75
2,1561086000,39.0
6,1561089600,40.0
0,1561093200,37.89
5,1561096800,41.0
6,1561100400,44.62
0,1561104000,48.01
4,1561107600,49.05
12,1561111200,48.06
6,1561114800,49.19
14,1561118400,48.79
1,1561122000,53.03
13,1561125600,50.0
3,1561129200,51.45
18,1561132800,46.85
5,1561136400,50.63
10,1561140000,47.81
7,1561143600,48.75
15,1561147200,47.14
5,1561150800,50.0
10,1561154400,50.5
15,1561158000,49.58
2,1561161600,39.51
0,1561165200,51.2
4,1561168800,50.22
2,1561172400,48.29
3,1561176000,46.85
4,1561179600,46.16
8,1561183200,45.42
2,1561186800,41.3
0,1561190400,43.07
1,1561194000,43.73
9,1561197600,46.97
10,1561201200,48.46
4,1561204800,50.36
15,1561208400,48.37
16,1561212000,47.3
3,1561215600,45.0
15,1561219200,41.41
9,1561222800,40.51
6,1561226400,40.42
3,1561230000,39.37
15,1561233600,44.01
9,1561237200,43.73
24,1561240800,49.01
1,1561244400,49.67
8,1561248000,52.55
0,1561251600,45.21
4,1561255200,40.86
2,1561258800,39.78
3,1561262400,39.78
4,1561266000,40.0
8,1561269600,39.78
2,1561273200,42.63
0,1561276800,38.4
4,1561280400,39.0
5,1561284000,40.0
6,1561287600,41.0
11,1561291200,42.15
1,1561294800,44.73
2,1561298400,44.46
17,1561302000,38.8
8,1561305600,38.03
9,1561309200,37.75
13,1561312800,43.35
11,1561316400,38.03
8,1561320000,44.36
5,1561323600,47.8
0,1561327200,52.55
18,1561330800,55.63
26,1561334400,49.0
3,1561338000,51.0
1,1561341600,48.55
5,1561345200,45.82
6,1561348800,43.33
0,1561352400,43.73
8,1561356000,47.45
9,1561359600,48.39
10,1561363200,48.22
4,1561366800,50.5
5,1561370400,51.88
6,1561374000,50.78
0,1561377600,50.78
5,1561381200,49.0
9,1561384800,48.99
17,1561388400,48.5
4,1561392000,43.73
9,1561395600,46.09
10,1561399200,45.72
21,1561402800,47.15
19,1561406400,48.08
20,1561410000,48.26
0,1561413600,49.0
25,1561417200,49.99
23,1561420800,48.01
0,1561424400,49.0
4,1561428000,50.01
5,1561431600,50.02
6,1561435200,50.01
0,1561438800,49.75
1,1561442400,50.0
6,1561446000,48.98
3,1561449600,50.04
8,1561453200,52.62
5,1561456800,51.84
3,1561460400,51.5
14,1561464000,51.53
15,1561467600,51.52
13,1561471200,51.45
3,1561474800,51.5
8,1561478400,50.19
12,1561482000,48.41
2,1561485600,50.2
3,1561489200,47.87
12,1561492800,50.25
5,1561496400,50.51
0,1561500000,53.52
25,1561503600,51.0
12,1561507200,47.97
0,1561510800,51.2
4,1561514400,50.05
5,1561518000,46.49
3,1561521600,41.66
7,1561525200,44.07
5,1561528800,45.28
6,1561532400,48.06
3,1561536000,51.0
11,1561539600,52.52
12,1561543200,53.27
3,1561546800,53.66
11,1561550400,51.45
5,1561554000,51.87
2,1561557600,51.42
10,1561561200,47.76
0,1561564800,47.01
19,1561568400,45.37
2,1561572000,47.0
21,1561575600,46.97
22,1561579200,49.42
13,1561582800,52.5
6,1561586400,51.53
7,1561590000,51.45
23,1561593600,49.04
0,1561597200,48.83
4,1561600800,47.22
5,1561604400,45.54
3,1561608000,42.0
7,1561611600,43.93
8,1561615200,44.57
6,1561618800,46.08
7,1561622400,50.5
8,1561626000,51.0
12,1561629600,53.4
6,1561633200,51.6
4,1561636800,51.0
5,1561640400,50.61
13,1561644000,50.92
7,1561647600,47.04
0,1561651200,43.29
5,1561654800,44.76
6,1561658400,46.0
3,1561662000,44.56
12,1561665600,50.2
9,1561669200,49.26
10,1561672800,51.89
15,1561676400,51.79
12,1561680000,49.25
3,1561683600,53.19
1,1561687200,51.85
5,1561690800,50.0
6,1561694400,50.2
4,1561698000,50.31
1,1561701600,50.31
2,1561705200,52.19
10,1561708800,52.05
8,1561712400,52.98
12,1561716000,54.34
3,1561719600,54.02
4,1561723200,53.52
5,1561726800,53.7
9,1561730400,53.89
17,1561734000,54.19
11,1561737600,53.2
19,1561741200,52.5
2,1561744800,51.5
3,1561748400,51.31
4,1561752000,51.51
20,1561755600,51.85
14,1561759200,50.58
18,1561762800,51.46
23,1561766400,48.41
3,1561770000,49.0
1,1561773600,50.35
5,1561777200,48.42
6,1561780800,48.0
4,1561784400,50.0
5,1561788000,50.1
6,1561791600,45.19
7,1561795200,44.63
1,1561798800,43.25
5,1561802400,48.38
13,1561806000,49.9
0,1561809600,48.71
1,1561813200,49.93
2,1561816800,50.7
10,1561820400,48.36
18,1561824000,47.87
16,1561827600,44.0
6,1561831200,44.36
18,1561834800,46.7
8,1561838400,45.98
13,1561842000,48.1
0,1561845600,50.14
18,1561849200,48.11
2,1561852800,51.1
0,1561856400,46.4
4,1561860000,47.51
5,1561863600,45.8
6,1561867200,45.5
4,1561870800,45.97
5,1561874400,47.5
9,1561878000,44.01
7,1561881600,43.5
4,1561885200,45.18
9,1561888800,44.3
6,1561892400,46.01
11,1561896000,45.69
8,1561899600,46.63
13,1561903200,47.58
17,1561906800,46.0
0,1561910400,45.69
9,1561914000,43.21
13,1561917600,42.37
11,1561921200,42.84
22,1561924800,42.0
9,1561928400,46.47
24,1561932000,52.0
22,1561935600,53.0
19,1561939200,47.42
3,1561942800,52.69
1,1561946400,47.64
5,1561950000,43.44
6,1561953600,42.5
0,1561957200,43.9
5,1561960800,42.19
2,1561964400,47.84
7,1561968000,50.16
11,1561971600,52.69
12,1561975200,52.49
13,1561978800,51.5
7,1561982400,51.82
12,1561986000,53.48
13,1561989600,53.41
17,1561993200,51.64
18,1561996800,50.93
12,1562000400,48.39
10,1562004000,48.1
11,1562007600,46.76
8,1562011200,46.56
20,1562014800,48.96
24,1562018400,50.46
25,1562022000,49.92
2,1562025600,51.8
3,1562029200,46.66
4,1562032800,42.22
5,1562036400,40.89
6,1562040000,40.09
4,1562043600,40.66
5,1562047200,40.89
9,1562050800,42.22
3,1562054400,48.0
4,1562058000,53.41
2,1562061600,51.0
6,1562065200,53.46
7,1562068800,54.06
1,1562072400,50.52
