,timestamp,idp
2,1514678400,29.09
0,1514757600,16.0
1,1514761200,12.4
2,1514764800,15.2
3,1514768400,28.1
4,1514772000,33.0
2,1514775600,32.4
3,1514779200,38.11
7,1514782800,22.6
1,1514786400,24.61
9,1514790000,15.1
0,1514793600,37.1
1,1514797200,37.1
12,1514800800,14.9
10,1514804400,19.9
0,1514808000,14.23
8,1514811600,23.61
16,1514815200,24.46
10,1514818800,4.0
18,1514822400,23.96
16,1514826000,20.1
20,1514829600,22.6
18,1514833200,15.93
4,1514836800,22.92
20,1514840400,20.1
6,1514844000,23.1
25,1514847600,24.42
8,1514851200,36.64
0,1514854800,9.34
4,1514858400,22.6
2,1514862000,0.8
6,1514865600,14.84
7,1514869200,14.1
8,1514872800,14.9
9,1514876400,22.58
3,1514880000,42.37
8,1514883600,49.88
2,1514887200,54.33
13,1514890800,50.0
11,1514894400,51.5
5,1514898000,54.33
2,1514901600,54.45
14,1514905200,49.65
0,1514908800,50.08
9,1514912400,49.14
13,1514916000,49.72
7,1514919600,52.83
19,1514923200,51.67
9,1514926800,54.5
0,1514930400,46.99
25,1514934000,48.0
26,1514937600,41.74
0,1514941200,20.31
4,1514944800,41.69
2,1514948400,27.6
3,1514952000,20.31
7,1514955600,25.69
8,1514959200,25.69
2,1514962800,37.58
7,1514966400,29.18
4,1514970000,52.0
9,1514973600,53.9
10,1514977200,54.45
14,1514980800,54.45
15,1514984400,54.26
13,1514988000,54.19
10,1514991600,54.33
18,1514995200,51.0
16,1514998800,52.0
17,1515002400,53.99
21,1515006000,52.33
19,1515009600,55.47
5,1515013200,51.9
14,1515016800,55.4
7,1515020400,50.41
26,1515024000,40.0
3,1515027600,41.11
1,1515031200,45.19
2,1515034800,42.51
6,1515038400,46.11
4,1515042000,27.6
1,1515045600,30.0
6,1515049200,44.11
10,1515052800,48.57
1,1515056400,49.93
2,1515060000,50.48
13,1515063600,49.96
0,1515067200,38.1
1,1515070800,37.06
2,1515074400,41.69
10,1515078000,49.33
15,1515081600,49.13
16,1515085200,49.0
13,1515088800,50.78
18,1515092400,50.46
15,1515096000,48.92
23,1515099600,48.36
6,1515103200,48.97
11,1515106800,49.32
8,1515110400,55.01
3,1515114000,44.66
4,1515117600,29.85
5,1515121200,20.08
6,1515124800,16.07
0,1515128400,3.0
5,1515132000,16.0
2,1515135600,22.0
7,1515139200,35.35
4,1515142800,51.0
12,1515146400,54.02
13,1515150000,56.27
4,1515153600,55.5
12,1515157200,53.95
9,1515160800,56.56
14,1515164400,54.25
15,1515168000,54.53
9,1515171600,55.99
10,1515175200,58.35
18,1515178800,60.19
8,1515182400,70.0
16,1515186000,66.58
6,1515189600,64.47
22,1515193200,60.05
26,1515196800,46.95
0,1515200400,47.3
1,1515204000,41.59
2,1515207600,34.99
6,1515211200,41.11
7,1515214800,33.25
1,1515218400,47.43
9,1515222000,35.5
0,1515225600,42.1
4,1515229200,38.35
9,1515232800,48.19
3,1515236400,49.99
0,1515240000,52.19
8,1515243600,53.38
13,1515247200,53.07
17,1515250800,49.33
8,1515254400,40.74
9,1515258000,38.97
20,1515261600,44.22
7,1515265200,51.0
22,1515268800,48.71
9,1515272400,45.0
10,1515276000,45.01
7,1515279600,48.69
19,1515283200,60.0
0,1515286800,47.67
4,1515290400,43.99
5,1515294000,43.99
6,1515297600,30.39
7,1515301200,30.29
8,1515304800,29.89
6,1515308400,42.59
0,1515312000,44.89
8,1515315600,44.2
2,1515319200,47.67
10,1515322800,49.67
4,1515326400,54.37
15,1515330000,53.04
2,1515333600,56.48
14,1515337200,53.99
4,1515340800,49.67
19,1515344400,46.19
20,1515348000,53.65
3,1515351600,61.27
15,1515355200,67.0
16,1515358800,71.6
6,1515362400,82.49
1,1515366000,72.65
23,1515369600,70.81
0,1515373200,67.89
1,1515376800,51.89
2,1515380400,51.89
6,1515384000,50.45
4,1515387600,50.64
8,1515391200,51.4
9,1515394800,60.0
10,1515398400,65.8
1,1515402000,69.94
5,1515405600,70.82
13,1515409200,72.63
0,1515412800,79.84
1,1515416400,79.84
6,1515420000,76.36
17,1515423600,72.32
8,1515427200,76.45
9,1515430800,75.0
13,1515434400,73.59
21,1515438000,72.21
12,1515441600,78.0
20,1515445200,74.98
14,1515448800,79.73
18,1515452400,73.92
8,1515456000,53.01
3,1515459600,71.0
1,1515463200,49.99
2,1515466800,51.59
3,1515470400,50.89
0,1515474000,47.42
8,1515477600,45.6
6,1515481200,47.5
3,1515484800,51.9
1,1515488400,56.1
12,1515492000,64.58
13,1515495600,64.3
0,1515499200,53.77
15,1515502800,58.44
2,1515506400,57.32
10,1515510000,55.14
15,1515513600,55.63
16,1515517200,55.06
10,1515520800,56.01
7,1515524400,59.39
22,1515528000,64.02
23,1515531600,67.0
10,1515535200,63.46
25,1515538800,62.56
12,1515542400,46.52
0,1515546000,57.58
4,1515549600,49.8
2,1515553200,46.99
6,1515556800,47.29
0,1515560400,46.69
8,1515564000,46.0
6,1515567600,47.06
0,1515571200,52.0
8,1515574800,66.97
9,1515578400,67.45
3,1515582000,61.43
0,1515585600,54.11
1,1515589200,53.99
9,1515592800,47.1
7,1515596400,49.0
15,1515600000,50.5
5,1515603600,50.0
6,1515607200,52.0
14,1515610800,52.69
15,1515614400,55.13
16,1515618000,60.3
14,1515621600,57.95
22,1515625200,49.99
8,1515628800,59.02
0,1515632400,43.1
1,1515636000,43.0
5,1515639600,39.2
3,1515643200,42.0
4,1515646800,41.1
8,1515650400,40.09
6,1515654000,45.49
10,1515657600,53.07
4,1515661200,57.49
12,1515664800,59.0
6,1515668400,58.1
7,1515672000,57.49
5,1515675600,55.0
13,1515679200,52.85
10,1515682800,53.78
0,1515686400,47.39
16,1515690000,52.98
17,1515693600,55.97
14,1515697200,55.99
12,1515700800,57.1
23,1515704400,62.03
0,1515708000,57.57
7,1515711600,60.67
12,1515715200,56.59
0,1515718800,47.0
4,1515722400,47.0
2,1515726000,46.64
6,1515729600,46.51
0,1515733200,50.99
8,1515736800,47.0
2,1515740400,50.1
10,1515744000,60.58
1,1515747600,63.1
9,1515751200,65.34
6,1515754800,62.19
7,1515758400,61.78
12,1515762000,63.09
6,1515765600,60.99
14,1515769200,59.57
8,1515772800,58.1
12,1515776400,60.09
2,1515780000,58.51
18,1515783600,64.84
19,1515787200,65.39
5,1515790800,61.92
0,1515794400,61.16
1,1515798000,58.57
8,1515801600,47.83
3,1515805200,56.0
1,1515808800,51.0
5,1515812400,47.6
3,1515816000,46.1
7,1515819600,45.75
5,1515823200,46.61
9,1515826800,47.0
0,1515830400,53.33
8,1515834000,50.98
9,1515837600,58.16
6,1515841200,58.72
0,1515844800,55.51
1,1515848400,54.51
16,1515852000,58.09
14,1515855600,56.68
0,1515859200,44.0
9,1515862800,49.99
13,1515866400,51.01
18,1515870000,53.0
12,1515873600,57.69
16,1515877200,58.83
24,1515880800,59.55
1,1515884400,50.84
12,1515888000,59.25
0,1515891600,49.7
4,1515895200,47.27
5,1515898800,47.0
3,1515902400,48.0
7,1515906000,45.09
8,1515909600,46.0
9,1515913200,45.0
3,1515916800,48.65
8,1515920400,49.5
2,1515924000,50.0
3,1515927600,55.89
11,1515931200,54.8
8,1515934800,56.79
13,1515938400,58.11
3,1515942000,61.24
18,1515945600,51.92
19,1515949200,51.2
17,1515952800,54.8
3,1515956400,66.01
12,1515960000,66.01
9,1515963600,66.69
6,1515967200,68.91
7,1515970800,66.01
12,1515974400,49.65
3,1515978000,57.8
4,1515981600,50.58
2,1515985200,46.5
3,1515988800,45.64
4,1515992400,45.19
1,1515996000,47.13
2,1515999600,47.13
10,1516003200,60.66
8,1516006800,64.67
2,1516010400,65.39
13,1516014000,65.77
7,1516017600,62.74
12,1516021200,61.59
6,1516024800,61.89
7,1516028400,59.53
18,1516032000,58.08
1,1516035600,48.0
13,1516039200,56.32
3,1516042800,53.6
19,1516046400,63.78
9,1516050000,65.23
10,1516053600,62.4
25,1516057200,58.1
16,1516060800,45.72
3,1516064400,44.86
4,1516068000,43.3
2,1516071600,42.1
3,1516075200,37.23
4,1516078800,37.01
5,1516082400,38.99
9,1516086000,42.03
10,1516089600,49.7
1,1516093200,55.82
9,1516096800,58.37
13,1516100400,60.01
14,1516104000,59.09
5,1516107600,53.39
9,1516111200,52.67
17,1516114800,54.4
4,1516118400,45.95
12,1516122000,49.43
10,1516125600,50.1
11,1516129200,54.02
22,1516132800,60.32
23,1516136400,60.01
24,1516140000,58.15
11,1516143600,47.69
16,1516147200,56.93
0,1516150800,42.69
1,1516154400,42.27
5,1516158000,37.5
6,1516161600,37.0
0,1516165200,35.23
8,1516168800,37.0
2,1516172400,41.17
0,1516176000,45.5
4,1516179600,56.27
2,1516183200,56.12
6,1516186800,57.99
0,1516190400,51.3
5,1516194000,53.87
6,1516197600,54.97
10,1516201200,53.5
11,1516204800,53.36
19,1516208400,53.23
13,1516212000,55.19
7,1516215600,59.97
8,1516219200,63.81
23,1516222800,65.51
0,1516226400,63.0
1,1516230000,58.0
2,1516233600,59.52
3,1516237200,56.91
1,1516240800,52.1
5,1516244400,45.0
3,1516248000,45.0
7,1516251600,45.0
1,1516255200,41.99
6,1516258800,53.54
7,1516262400,58.8
8,1516266000,59.4
5,1516269600,60.0
10,1516273200,60.37
4,1516276800,60.78
8,1516280400,59.92
6,1516284000,60.27
7,1516287600,60.0
11,1516291200,59.71
1,1516294800,59.7
6,1516298400,59.76
7,1516302000,61.0
19,1516305600,61.03
9,1516309200,62.39
21,1516312800,60.68
18,1516316400,60.0
12,1516320000,55.49
0,1516323600,58.7
1,1516327200,50.07
2,1516330800,45.09
6,1516334400,44.77
7,1516338000,44.09
5,1516341600,43.19
2,1516345200,45.07
10,1516348800,56.74
4,1516352400,57.8
2,1516356000,57.8
10,1516359600,57.89
14,1516363200,57.7
8,1516366800,56.58
16,1516370400,55.63
17,1516374000,54.83
8,1516377600,53.73
12,1516381200,52.38
13,1516384800,54.83
11,1516388400,57.69
22,1516392000,58.86
23,1516395600,58.78
6,1516399200,56.9
22,1516402800,56.52
26,1516406400,44.95
3,1516410000,54.6
1,1516413600,49.0
5,1516417200,50.59
3,1516420800,41.5
7,1516424400,42.0
1,1516428000,42.11
2,1516431600,42.11
10,1516435200,41.4
4,1516438800,41.28
5,1516442400,50.0
6,1516446000,57.82
11,1516449600,55.19
1,1516453200,42.66
6,1516456800,51.48
14,1516460400,42.0
0,1516464000,43.3
12,1516467600,49.2
2,1516471200,44.36
18,1516474800,47.0
22,1516478400,54.21
13,1516482000,56.13
14,1516485600,55.85
18,1516489200,46.49
8,1516492800,59.54
0,1516496400,41.45
4,1516500000,41.68
2,1516503600,35.0
3,1516507200,33.42
4,1516510800,42.6
1,1516514400,39.0
2,1516518000,39.0
0,1516521600,39.7
8,1516525200,44.66
2,1516528800,45.34
10,1516532400,47.86
7,1516536000,48.22
15,1516539600,55.69
6,1516543200,45.93
17,1516546800,47.1
4,1516550400,45.49
12,1516554000,47.0
13,1516557600,47.57
18,1516561200,59.44
22,1516564800,61.58
9,1516568400,63.5
6,1516572000,65.0
18,1516575600,64.5
23,1516579200,55.99
3,1516582800,59.37
1,1516586400,47.68
5,1516590000,47.55
6,1516593600,45.35
0,1516597200,46.0
1,1516600800,40.95
9,1516604400,45.0
7,1516608000,58.13
11,1516611600,61.01
2,1516615200,61.47
10,1516618800,60.1
11,1516622400,58.11
5,1516626000,59.59
9,1516629600,59.35
7,1516633200,58.32
4,1516636800,55.91
5,1516640400,52.16
20,1516644000,55.04
21,1516647600,57.69
19,1516651200,58.53
13,1516654800,58.4
24,1516658400,60.28
1,1516662000,51.62
23,1516665600,61.07
3,1516669200,56.78
1,1516672800,46.95
5,1516676400,46.01
6,1516680000,45.15
0,1516683600,45.19
8,1516687200,45.24
2,1516690800,52.41
3,1516694400,59.35
8,1516698000,61.39
9,1516701600,61.81
10,1516705200,61.69
7,1516708800,61.32
15,1516712400,59.55
6,1516716000,61.19
14,1516719600,59.36
15,1516723200,59.27
19,1516726800,58.34
17,1516730400,58.61
11,1516734000,61.29
4,1516737600,63.51
16,1516741200,63.52
6,1516744800,63.57
25,1516748400,60.43
8,1516752000,59.54
0,1516755600,58.9
1,1516759200,57.83
5,1516762800,57.69
3,1516766400,49.83
0,1516770000,46.05
8,1516773600,50.0
2,1516777200,51.27
0,1516780800,58.7
8,1516784400,60.82
2,1516788000,61.59
6,1516791600,60.82
11,1516795200,58.01
1,1516798800,60.0
13,1516802400,54.83
3,1516806000,56.85
8,1516809600,53.34
1,1516813200,50.09
20,1516816800,54.17
3,1516820400,61.24
8,1516824000,61.69
13,1516827600,62.31
14,1516831200,61.69
18,1516834800,60.82
16,1516838400,46.12
3,1516842000,56.95
4,1516845600,56.02
2,1516849200,55.5
6,1516852800,44.5
4,1516856400,45.89
5,1516860000,49.93
2,1516863600,52.82
0,1516867200,56.88
11,1516870800,57.34
5,1516874400,59.98
10,1516878000,59.77
14,1516881600,56.99
15,1516885200,56.94
9,1516888800,56.32
3,1516892400,59.42
15,1516896000,51.89
5,1516899600,53.14
2,1516903200,54.37
18,1516906800,53.71
15,1516910400,57.79
16,1516914000,58.05
6,1516917600,59.42
7,1516921200,59.14
16,1516924800,53.46
3,1516928400,42.61
4,1516932000,43.1
2,1516935600,44.42
3,1516939200,43.92
4,1516942800,36.85
8,1516946400,37.04
6,1516950000,42.14
7,1516953600,51.25
8,1516957200,56.3
12,1516960800,58.2
3,1516964400,57.6
11,1516968000,52.2
1,1516971600,47.23
2,1516975200,46.71
14,1516978800,46.06
8,1516982400,46.35
5,1516986000,45.05
2,1516989600,49.9
7,1516993200,56.0
19,1516996800,58.97
9,1517000400,59.58
0,1517004000,59.37
11,1517007600,57.3
2,1517011200,44.5
0,1517014800,41.1
4,1517018400,40.02
5,1517022000,40.12
6,1517025600,39.85
0,1517029200,44.42
8,1517032800,39.85
2,1517036400,44.62
10,1517040000,40.0
8,1517043600,41.45
9,1517047200,46.48
13,1517050800,55.34
0,1517054400,53.03
15,1517058000,48.4
9,1517061600,49.0
7,1517065200,46.1
0,1517068800,48.02
19,1517072400,43.1
6,1517076000,47.0
14,1517079600,54.4
8,1517083200,57.08
23,1517086800,60.59
24,1517090400,60.33
18,1517094000,54.37
23,1517097600,59.42
3,1517101200,55.12
1,1517104800,41.06
2,1517108400,40.96
3,1517112000,44.0
0,1517115600,42.66
8,1517119200,42.14
6,1517122800,39.81
7,1517126400,39.98
4,1517130000,39.27
2,1517133600,40.22
3,1517137200,41.6
7,1517140800,48.0
15,1517144400,50.58
9,1517148000,50.9
17,1517151600,50.14
8,1517155200,41.6
1,1517158800,40.75
17,1517162400,42.49
14,1517166000,53.53
12,1517169600,59.08
9,1517173200,58.98
10,1517176800,61.99
11,1517180400,58.98
26,1517184000,52.0
3,1517187600,56.37
4,1517191200,44.2
5,1517194800,42.11
6,1517198400,40.99
4,1517202000,41.07
8,1517205600,40.99
6,1517209200,47.5
0,1517212800,59.42
4,1517216400,56.31
12,1517220000,58.69
3,1517223600,59.82
14,1517227200,58.67
5,1517230800,57.67
13,1517234400,56.96
3,1517238000,56.23
4,1517241600,55.14
16,1517245200,53.34
10,1517248800,55.0
18,1517252400,58.44
19,1517256000,59.59
9,1517259600,59.3
10,1517263200,60.0
11,1517266800,54.63
2,1517270400,59.58
3,1517274000,47.6
1,1517277600,47.79
5,1517281200,43.96
6,1517284800,42.14
0,1517288400,47.79
1,1517292000,48.64
9,1517295600,44.88
0,1517299200,59.31
11,1517302800,57.98
2,1517306400,60.17
3,1517310000,59.82
7,1517313600,58.99
5,1517317200,58.78
2,1517320800,58.89
14,1517324400,58.18
4,1517328000,58.19
5,1517331600,58.19
17,1517335200,57.2
3,1517338800,60.35
4,1517342400,60.69
13,1517346000,60.37
14,1517349600,60.17
11,1517353200,59.02
26,1517356800,59.42
3,1517360400,59.99
4,1517364000,58.56
2,1517367600,58.19
3,1517371200,55.46
0,1517374800,57.98
5,1517378400,55.82
6,1517382000,58.55
3,1517385600,60.17
8,1517389200,60.37
5,1517392800,60.59
6,1517396400,60.37
7,1517400000,60.17
1,1517403600,58.39
6,1517407200,60.17
7,1517410800,59.58
0,1517414400,60.35
9,1517418000,58.99
6,1517421600,59.06
21,1517425200,59.16
8,1517428800,60.13
20,1517432400,58.11
10,1517436000,59.77
1,1517439600,60.77
26,1517443200,51.42
3,1517446800,59.0
1,1517450400,57.79
5,1517454000,55.5
6,1517457600,49.0
4,1517461200,46.97
1,1517464800,40.22
6,1517468400,47.79
7,1517472000,54.0
1,1517475600,52.3
5,1517479200,54.21
6,1517482800,54.21
0,1517486400,51.2
12,1517490000,55.07
6,1517493600,53.02
7,1517497200,48.1
8,1517500800,47.0
16,1517504400,47.0
13,1517508000,47.32
3,1517511600,50.8
22,1517515200,58.99
13,1517518800,59.39
0,1517522400,59.37
22,1517526000,54.08
26,1517529600,56.74
3,1517533200,44.9
1,1517536800,49.29
5,1517540400,43.32
3,1517544000,49.29
7,1517547600,40.8
8,1517551200,40.8
9,1517554800,43.57
10,1517558400,53.84
4,1517562000,57.7
9,1517565600,57.59
13,1517569200,58.1
14,1517572800,54.55
5,1517576400,54.48
2,1517580000,50.54
17,1517583600,44.11
0,1517587200,47.58
9,1517590800,45.64
2,1517594400,50.5
7,1517598000,57.61
22,1517601600,59.77
16,1517605200,59.61
6,1517608800,61.49
22,1517612400,57.01
12,1517616000,58.21
3,1517619600,55.37
1,1517623200,53.0
5,1517626800,44.04
3,1517630400,45.0
7,1517634000,42.82
1,1517637600,46.25
2,1517641200,48.0
7,1517644800,44.35
11,1517648400,43.64
9,1517652000,49.65
10,1517655600,56.91
7,1517659200,54.07
8,1517662800,51.56
16,1517666400,48.99
7,1517670000,51.63
15,1517673600,46.86
16,1517677200,46.57
6,1517680800,51.0
18,1517684400,52.62
22,1517688000,58.19
16,1517691600,59.99
14,1517695200,59.34
25,1517698800,55.1
19,1517702400,58.09
0,1517706000,46.76
1,1517709600,44.55
2,1517713200,43.97
3,1517716800,43.99
0,1517720400,43.4
5,1517724000,43.9
6,1517727600,44.01
7,1517731200,44.45
4,1517734800,44.11
2,1517738400,48.42
13,1517742000,54.5
11,1517745600,60.0
8,1517749200,57.03
9,1517752800,58.45
7,1517756400,57.98
4,1517760000,56.47
19,1517763600,52.2
6,1517767200,54.22
7,1517770800,58.29
8,1517774400,59.95
16,1517778000,61.8
10,1517781600,62.1
11,1517785200,59.81
19,1517788800,49.49
0,1517792400,58.75
4,1517796000,46.59
2,1517799600,45.15
3,1517803200,44.7
0,1517806800,46.7
5,1517810400,44.45
9,1517814000,46.81
10,1517817600,58.35
8,1517821200,56.55
9,1517824800,58.29
3,1517828400,61.5
14,1517832000,60.77
12,1517835600,56.46
2,1517839200,57.53
10,1517842800,55.45
4,1517846400,50.54
5,1517850000,53.13
6,1517853600,58.14
14,1517857200,57.0
22,1517860800,59.18
16,1517864400,58.52
10,1517868000,59.0
15,1517871600,56.21
12,1517875200,53.76
3,1517878800,52.89
4,1517882400,49.5
5,1517886000,47.43
3,1517889600,48.92
0,1517893200,48.78
5,1517896800,44.0
2,1517900400,47.37
3,1517904000,60.48
4,1517907600,63.0
12,1517911200,62.71
13,1517914800,60.07
7,1517918400,59.64
12,1517922000,55.37
9,1517925600,54.7
10,1517929200,53.0
4,1517932800,54.62
1,1517936400,58.75
10,1517940000,62.13
11,1517943600,64.01
8,1517947200,66.57
9,1517950800,65.43
0,1517954400,68.01
22,1517958000,59.99
8,1517961600,63.0
0,1517965200,58.06
1,1517968800,50.28
2,1517972400,66.65
3,1517976000,61.33
0,1517979600,52.12
5,1517983200,45.2
2,1517986800,49.5
10,1517990400,61.35
11,1517994000,62.95
2,1517997600,67.0
3,1518001200,67.24
14,1518004800,61.88
12,1518008400,62.71
16,1518012000,59.1
14,1518015600,56.47
11,1518019200,57.5
1,1518022800,66.59
10,1518026400,61.59
18,1518030000,67.01
22,1518033600,66.1
9,1518037200,68.85
10,1518040800,66.19
15,1518044400,65.87
19,1518048000,62.69
3,1518051600,55.09
4,1518055200,53.2
5,1518058800,51.85
6,1518062400,51.74
7,1518066000,51.3
1,1518069600,51.62
9,1518073200,53.39
3,1518076800,63.8
11,1518080400,67.56
9,1518084000,67.5
6,1518087600,68.4
4,1518091200,65.84
12,1518094800,63.0
6,1518098400,61.63
7,1518102000,57.55
15,1518105600,60.57
12,1518109200,54.5
13,1518112800,61.4
7,1518116400,68.19
8,1518120000,71.04
9,1518123600,68.04
6,1518127200,68.49
7,1518130800,67.92
23,1518134400,51.31
0,1518138000,65.2
4,1518141600,65.26
2,1518145200,52.83
3,1518148800,50.19
7,1518152400,51.2
5,1518156000,52.76
9,1518159600,55.53
3,1518163200,61.57
4,1518166800,65.48
2,1518170400,68.69
6,1518174000,67.9
7,1518177600,66.53
12,1518181200,65.48
13,1518184800,65.44
17,1518188400,64.16
18,1518192000,62.17
9,1518195600,54.51
2,1518199200,51.0
11,1518202800,53.57
19,1518206400,61.0
23,1518210000,62.71
6,1518213600,56.3
18,1518217200,55.93
26,1518220800,60.6
3,1518224400,45.59
1,1518228000,47.56
5,1518231600,45.8
3,1518235200,47.32
4,1518238800,47.03
8,1518242400,46.03
2,1518246000,48.75
3,1518249600,48.78
4,1518253200,48.6
5,1518256800,56.11
13,1518260400,60.11
7,1518264000,55.19
8,1518267600,51.41
13,1518271200,49.0
7,1518274800,51.13
4,1518278400,48.0
1,1518282000,51.41
2,1518285600,49.02
14,1518289200,51.9
19,1518292800,58.63
9,1518296400,54.9
6,1518300000,61.01
7,1518303600,59.18
2,1518307200,51.68
0,1518310800,50.81
1,1518314400,49.0
2,1518318000,46.59
6,1518321600,42.32
7,1518325200,42.01
1,1518328800,47.37
9,1518332400,42.4
0,1518336000,48.32
11,1518339600,42.7
5,1518343200,44.99
6,1518346800,46.32
11,1518350400,43.43
8,1518354000,45.6
9,1518357600,45.43
3,1518361200,43.88
4,1518364800,44.67
16,1518368400,44.32
13,1518372000,46.45
18,1518375600,48.4
4,1518379200,55.23
13,1518382800,64.78
17,1518386400,65.85
1,1518390000,55.34
26,1518393600,60.43
0,1518397200,52.0
1,1518400800,63.99
5,1518404400,47.12
3,1518408000,48.87
0,1518411600,48.87
8,1518415200,43.71
6,1518418800,52.57
10,1518422400,58.87
4,1518426000,62.73
9,1518429600,62.73
3,1518433200,63.93
14,1518436800,61.27
12,1518440400,61.65
9,1518444000,62.19
17,1518447600,59.92
8,1518451200,60.69
19,1518454800,53.93
6,1518458400,60.14
21,1518462000,61.4
4,1518465600,64.68
13,1518469200,65.07
21,1518472800,63.97
22,1518476400,61.36
23,1518480000,44.06
0,1518483600,54.99
1,1518487200,43.99
2,1518490800,44.42
3,1518494400,41.99
4,1518498000,41.71
1,1518501600,45.59
9,1518505200,42.99
10,1518508800,52.81
8,1518512400,58.69
9,1518516000,59.69
10,1518519600,57.65
11,1518523200,47.29
15,1518526800,48.1
2,1518530400,45.99
17,1518534000,45.56
15,1518537600,43.99
16,1518541200,45.59
10,1518544800,47.45
18,1518548400,51.5
12,1518552000,58.97
23,1518555600,61.92
17,1518559200,60.48
25,1518562800,57.26
23,1518566400,45.92
3,1518570000,46.84
1,1518573600,40.1
5,1518577200,41.85
6,1518580800,39.25
7,1518584400,38.39
8,1518588000,39.17
2,1518591600,41.0
0,1518595200,52.21
4,1518598800,58.0
5,1518602400,54.17
10,1518606000,53.14
0,1518609600,49.52
15,1518613200,49.32
6,1518616800,49.43
10,1518620400,46.59
18,1518624000,46.66
9,1518627600,46.54
13,1518631200,48.17
14,1518634800,52.25
12,1518638400,59.32
16,1518642000,61.32
0,1518645600,56.65
25,1518649200,54.32
26,1518652800,59.57
3,1518656400,42.53
1,1518660000,42.73
5,1518663600,40.85
6,1518667200,40.6
7,1518670800,40.73
5,1518674400,42.23
6,1518678000,43.14
3,1518681600,54.0
11,1518685200,59.3
9,1518688800,60.5
13,1518692400,59.33
11,1518696000,57.68
5,1518699600,59.0
13,1518703200,57.0
7,1518706800,56.7
18,1518710400,57.94
12,1518714000,57.17
10,1518717600,57.02
18,1518721200,58.01
22,1518724800,59.95
23,1518728400,59.83
10,1518732000,62.5
15,1518735600,59.89
23,1518739200,58.38
0,1518742800,50.69
4,1518746400,55.62
2,1518750000,46.27
6,1518753600,46.34
4,1518757200,46.41
8,1518760800,49.0
6,1518764400,55.55
7,1518768000,61.29
11,1518771600,62.13
5,1518775200,62.19
10,1518778800,62.15
11,1518782400,62.13
1,1518786000,62.17
16,1518789600,59.17
3,1518793200,61.37
11,1518796800,59.01
12,1518800400,60.01
13,1518804000,59.5
7,1518807600,57.94
15,1518811200,62.19
9,1518814800,61.71
24,1518818400,62.03
25,1518822000,61.65
26,1518825600,53.6
0,1518829200,58.1
4,1518832800,58.1
2,1518836400,59.1
3,1518840000,59.0
0,1518843600,44.67
1,1518847200,58.99
6,1518850800,49.5
10,1518854400,49.0
8,1518858000,49.43
12,1518861600,53.73
13,1518865200,60.44
7,1518868800,58.99
12,1518872400,53.55
2,1518876000,56.7
14,1518879600,50.55
8,1518883200,50.22
1,1518886800,52.07
20,1518890400,48.99
14,1518894000,52.27
12,1518897600,59.69
20,1518901200,61.63
14,1518904800,61.77
18,1518908400,58.01
26,1518912000,57.95
0,1518915600,44.99
1,1518919200,43.84
2,1518922800,42.99
3,1518926400,42.99
0,1518930000,42.99
5,1518933600,41.99
2,1518937200,42.0
0,1518940800,43.4
8,1518944400,42.99
9,1518948000,45.59
10,1518951600,49.08
14,1518955200,53.03
8,1518958800,47.0
2,1518962400,44.81
10,1518966000,47.15
4,1518969600,41.92
5,1518973200,41.69
13,1518976800,44.99
21,1518980400,53.0
22,1518984000,58.61
9,1518987600,55.55
6,1518991200,57.69
22,1518994800,59.12
12,1518998400,53.0
3,1519002000,55.56
4,1519005600,45.81
5,1519009200,44.59
3,1519012800,43.9
4,1519016400,43.9
5,1519020000,44.09
9,1519023600,52.0
0,1519027200,63.99
11,1519030800,62.78
5,1519034400,63.62
10,1519038000,62.93
0,1519041600,65.83
8,1519045200,63.9
6,1519048800,65.05
17,1519052400,61.32
15,1519056000,61.07
19,1519059600,59.19
13,1519063200,61.54
18,1519066800,65.28
8,1519070400,65.6
13,1519074000,65.34
24,1519077600,61.7
15,1519081200,62.45
12,1519084800,42.92
0,1519088400,48.0
4,1519092000,46.95
5,1519095600,45.0
3,1519099200,43.04
7,1519102800,42.21
8,1519106400,44.04
9,1519110000,47.19
3,1519113600,57.1
4,1519117200,56.79
9,1519120800,59.32
6,1519124400,56.89
0,1519128000,50.6
5,1519131600,50.38
6,1519135200,48.67
10,1519138800,47.7
11,1519142400,46.87
16,1519146000,47.0
13,1519149600,48.49
21,1519153200,56.05
22,1519156800,57.57
5,1519160400,53.9
14,1519164000,51.01
22,1519167600,45.19
12,1519171200,49.58
3,1519174800,46.0
4,1519178400,41.95
2,1519182000,44.0
3,1519185600,41.87
4,1519189200,41.33
8,1519192800,41.29
9,1519196400,46.25
7,1519200000,59.11
1,1519203600,59.0
9,1519207200,61.01
10,1519210800,58.6
0,1519214400,53.0
15,1519218000,48.65
2,1519221600,49.5
10,1519225200,46.08
4,1519228800,47.97
12,1519232400,48.35
10,1519236000,53.73
21,1519239600,58.93
12,1519243200,61.36
20,1519246800,60.29
24,1519250400,60.03
1,1519254000,57.54
12,1519257600,52.1
0,1519261200,45.19
1,1519264800,42.8
5,1519268400,41.93
3,1519272000,43.6
7,1519275600,41.7
5,1519279200,44.85
6,1519282800,49.0
10,1519286400,57.63
4,1519290000,59.0
9,1519293600,58.07
13,1519297200,57.59
0,1519300800,57.12
8,1519304400,54.32
9,1519308000,51.92
7,1519311600,47.88
0,1519315200,58.09
1,1519318800,53.9
20,1519322400,55.34
21,1519326000,58.98
